time_s,emg,piezo,straining,vocal_resonance,phonation,breath_support
0.0217,771,515,1,0,0,0
0.0218,771,514,1,0,0,0
0.0218,772,516,1,0,0,0
0.0218,772,514,1,0,0,0
0.0218,810,515,1,0,0,0
0.0219,776,515,1,0,0,0
0.0219,771,514,1,0,0,0
0.0219,772,516,1,0,0,0
0.0219,771,514,1,0,0,0
0.0220,772,515,1,0,0,0
0.0220,771,515,1,0,0,0
0.0220,809,515,1,0,0,0
0.0220,775,516,1,0,0,0
0.0221,772,514,1,0,0,0
0.0221,772,515,1,0,0,0
0.0221,810,515,1,0,0,0
0.0221,775,514,1,0,0,0
0.0222,771,516,1,0,0,0
0.0222,771,514,1,0,0,0
0.0222,810,516,1,0,0,0
0.0222,776,515,1,0,0,0
0.0223,771,515,1,0,0,0
0.0223,772,515,1,0,0,0
0.0223,772,514,1,0,0,0
0.0223,771,516,1,0,0,0
0.0224,771,515,1,0,0,0
0.0224,810,515,1,0,0,0
0.0224,775,516,1,0,0,0
0.0225,771,514,1,0,0,0
0.0225,772,516,1,0,0,0
0.0225,770,515,1,0,0,0
0.0225,790,515,1,0,0,0
0.0226,783,515,1,0,0,0
0.0226,783,514,1,0,0,0
0.0226,783,516,1,0,0,0
0.0226,782,515,1,0,0,0
0.0227,782,515,1,0,0,0
0.0227,782,516,1,0,0,0
0.0227,782,515,1,0,0,0
0.0227,783,516,1,0,0,0
0.0228,782,515,1,0,0,0
0.0228,782,515,1,0,0,0
0.0228,772,515,1,0,0,0
0.0228,772,514,1,0,0,0
0.0229,772,516,1,0,0,0
0.0229,771,515,1,0,0,0
0.0229,771,515,1,0,0,0
0.0229,809,515,1,0,0,0
0.0230,778,515,1,0,0,0
0.0230,772,516,1,0,0,0
0.0230,772,514,1,0,0,0
0.0230,772,515,1,0,0,0
0.0231,771,515,1,0,0,0
0.0231,771,515,1,0,0,0
0.0231,809,516,1,0,0,0
0.0231,775,514,1,0,0,0
0.0232,772,515,1,0,0,0
0.0232,771,515,1,0,0,0
0.0232,771,514,1,0,0,0
0.0233,772,515,1,0,0,0
0.0233,772,514,1,0,0,0
0.0233,772,515,1,0,0,0
0.0233,771,515,1,0,0,0
0.0234,771,515,1,0,0,0
0.0234,772,515,1,0,0,0
0.0234,770,514,1,0,0,0
0.0234,772,516,1,0,0,0
0.0235,771,515,1,0,0,0
0.0235,771,515,1,0,0,0
0.0235,810,516,1,0,0,0
0.0236,776,514,1,0,0,0
0.0236,772,516,1,0,0,0
0.0236,772,515,1,0,0,0
0.0236,772,515,1,0,0,0
0.0237,781,515,1,0,0,0
0.0237,782,515,1,0,0,0
0.0237,782,516,1,0,0,0
0.0237,782,515,1,0,0,0
0.0238,782,515,1,0,0,0
0.0238,781,515,1,0,0,0
0.0238,782,514,1,0,0,0
0.0238,783,516,1,0,0,0
0.0239,782,515,1,0,0,0
0.0239,782,515,1,0,0,0
0.0239,771,515,1,0,0,0
0.0239,772,515,1,0,0,0
0.0240,772,516,1,0,0,0
0.0240,770,514,1,0,0,0
